datree-cli_1.5.2_linux_x86_64.zip,x86_64-linux
datree-cli_1.5.3_darwin_x86_64.zip,x86_64-macos
datree-cli_1.5.3_linux_x86_64.zip,x86_64-linux
datree-cli_1.5.7_darwin_x86_64.zip,x86_64-macos
datree-cli_1.5.7_linux_x86_64.zip,x86_64-linux
datree-cli_1.5.9_darwin_x86_64.zip,x86_64-macos
datree-cli_1.5.9_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.0_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.0_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.0_linux_386.zip,x86-linux
datree-cli_1.6.0_linux_arm64.zip,aarch64-linux
datree-cli_1.6.0_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.0_windows_386.zip,x86-windows
datree-cli_1.6.0_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.12_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.12_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.12_linux_386.zip,x86-linux
datree-cli_1.6.12_linux_arm64.zip,aarch64-linux
datree-cli_1.6.12_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.12_windows_386.zip,x86-windows
datree-cli_1.6.12_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.13_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.13_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.13_linux_386.zip,x86-linux
datree-cli_1.6.13_linux_arm64.zip,aarch64-linux
datree-cli_1.6.13_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.13_windows_386.zip,x86-windows
datree-cli_1.6.13_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.16_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.16_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.16_linux_386.zip,x86-linux
datree-cli_1.6.16_linux_arm64.zip,aarch64-linux
datree-cli_1.6.16_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.16_windows_386.zip,x86-windows
datree-cli_1.6.16_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.18_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.18_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.18_linux_386.zip,x86-linux
datree-cli_1.6.18_linux_arm64.zip,aarch64-linux
datree-cli_1.6.18_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.18_windows_386.zip,x86-windows
datree-cli_1.6.18_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.28_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.28_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.28_linux_386.zip,x86-linux
datree-cli_1.6.28_linux_arm64.zip,aarch64-linux
datree-cli_1.6.28_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.28_windows_386.zip,x86-windows
datree-cli_1.6.28_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.33_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.33_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.33_linux_386.zip,x86-linux
datree-cli_1.6.33_linux_arm64.zip,aarch64-linux
datree-cli_1.6.33_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.33_windows_386.zip,x86-windows
datree-cli_1.6.33_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.36_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.36_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.36_linux_386.zip,x86-linux
datree-cli_1.6.36_linux_arm64.zip,aarch64-linux
datree-cli_1.6.36_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.36_windows_386.zip,x86-windows
datree-cli_1.6.36_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.37_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.37_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.37_linux_386.zip,x86-linux
datree-cli_1.6.37_linux_arm64.zip,aarch64-linux
datree-cli_1.6.37_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.37_windows_386.zip,x86-windows
datree-cli_1.6.37_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.42_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.42_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.42_linux_386.zip,x86-linux
datree-cli_1.6.42_linux_arm64.zip,aarch64-linux
datree-cli_1.6.42_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.42_windows_386.zip,x86-windows
datree-cli_1.6.42_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.48_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.48_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.48_linux_386.zip,x86-linux
datree-cli_1.6.48_linux_arm64.zip,aarch64-linux
datree-cli_1.6.48_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.48_windows_386.zip,x86-windows
datree-cli_1.6.48_windows_x86_64.zip,x86_64-windows
datree-cli_1.6.6_darwin_arm64.zip,aarch64-macos
datree-cli_1.6.6_darwin_x86_64.zip,x86_64-macos
datree-cli_1.6.6_linux_386.zip,x86-linux
datree-cli_1.6.6_linux_arm64.zip,aarch64-linux
datree-cli_1.6.6_linux_x86_64.zip,x86_64-linux
datree-cli_1.6.6_windows_386.zip,x86-windows
datree-cli_1.6.6_windows_x86_64.zip,x86_64-windows
datree-cli_1.7.1_darwin_arm64.zip,aarch64-macos
datree-cli_1.7.1_darwin_x86_64.zip,x86_64-macos
datree-cli_1.7.1_linux_386.zip,x86-linux
datree-cli_1.7.1_linux_arm64.zip,aarch64-linux
datree-cli_1.7.1_linux_x86_64.zip,x86_64-linux
datree-cli_1.7.1_windows_386.zip,x86-windows
datree-cli_1.7.1_windows_x86_64.zip,x86_64-windows
datree-cli_1.7.3_darwin_arm64.zip,aarch64-macos
datree-cli_1.7.3_darwin_x86_64.zip,x86_64-macos
datree-cli_1.7.3_linux_386.zip,x86-linux
datree-cli_1.7.3_linux_arm64.zip,aarch64-linux
datree-cli_1.7.3_linux_x86_64.zip,x86_64-linux
datree-cli_1.7.3_windows_386.zip,x86-windows
datree-cli_1.7.3_windows_x86_64.zip,x86_64-windows
datree-cli_1.8.1_darwin_arm64.zip,aarch64-macos
datree-cli_1.8.1_darwin_x86_64.zip,x86_64-macos
datree-cli_1.8.1_linux_386.zip,x86-linux
datree-cli_1.8.1_linux_arm64.zip,aarch64-linux
datree-cli_1.8.1_linux_x86_64.zip,x86_64-linux
datree-cli_1.8.1_windows_386.zip,x86-windows
datree-cli_1.8.1_windows_x86_64.zip,x86_64-windows
